tweetid,favorite,retweet,screen_name,inserted_at,https,Export,Import,U.S,US,America,Saudi Arabia,oil,refin,futures,higher,lower,record,new,euro,dollar,europe,demand,supply,tax,output,rise,fall,increa,decrea,rig,brent,wti,crude,cushing,+,-,add,down,up,drop,jump,opec,iran,iraq,libya,trump,cut,pump,soft,asia,china,petrochem,resum,shipments,Strength,Direction,Sentiment,Category,Factor,,,,
8.43014E+17,5,3,Lisa_Ward1990,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.25,0.068181818,0.085227273,1,1.25,,,,
8.43009E+17,0,0,erebbi,3/18/2017 19:29,0.25,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25,0.022727273,0.028409091,1,1.25,,,,
8.43008E+17,0,0,erebbi,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.43008E+17,0,1,forgetmebot,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.43008E+17,0,0,erebbi,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.022727273,0.045454545,1,2,,,,
8.43004E+17,2,3,oil_street,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.045454545,0.090909091,1,2,,,,
8.42985E+17,1,0,shaunnalk,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.4297E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42937E+17,1,0,ValueAnalyst1,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42919E+17,4,1,edifytrading,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,-0.045454545,-0.056818182,0,-1.25,,,,
8.42911E+17,0,0,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42893E+17,6,8,TankerTrackers,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42888E+17,11,5,Samir_Madani,3/18/2017 19:29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42882E+17,1,0,ValueAnalyst1,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,-1.75,,,,
8.42881E+17,4,1,TankerTrackers,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42879E+17,1,0,chicitycrush411,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42879E+17,1,0,chicitycrush411,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42878E+17,1,0,chicitycrush411,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42873E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,-0.045454545,-0.056818182,0,-1.25,,,,
8.42871E+17,1,1,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.068181818,0.136363636,1,2,,,,
8.42868E+17,13,9,ea_amrita,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42862E+17,0,0,intuitecon,3/18/2017 19:29,0.25,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42861E+17,0,0,warburg100,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.4286E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.4286E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42859E+17,0,0,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42857E+17,8,3,TankerTrackers,3/18/2017 19:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42853E+17,4,3,oil_street,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42852E+17,0,0,oil_street,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42844E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42844E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42843E+17,6,6,youseftv,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42842E+17,1,0,Lizardjb3,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,-0.022727273,-0.028409091,0,-1.25,,,,
8.42841E+17,1,1,ThePitBoss16,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.75,0.068181818,0.119318182,1,1.75,,,,
8.4284E+17,40,18,chigrl,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42838E+17,0,1,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42834E+17,11,13,anasalhajji,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.045454545,0.090909091,1,2,,,,
8.42833E+17,4,0,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42829E+17,0,0,IronHedge,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42828E+17,3,1,StockBoardAsset,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42828E+17,0,0,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42827E+17,1,0,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42826E+17,0,1,Ronh999,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42826E+17,1,0,robert__gibbons,3/18/2017 19:29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.068181818,0.068181818,1,1,,,,
8.42826E+17,0,1,tony_petrello,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42825E+17,3,8,WorldOil,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42824E+17,0,0,jhdesai,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42823E+17,3,4,julia_vaingurt,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42823E+17,2,3,ashwini_kochar,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42822E+17,12,9,EnergyBasis,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42822E+17,0,0,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.022727273,-0.022727273,0,-1,,,,
8.42821E+17,0,0,amaraalvipk,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.4282E+17,5,6,Iran,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.4282E+17,1,0,julia_vaingurt,3/18/2017 19:29,0.25,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1.25,-0.113636364,-0.142045455,0,-1.25,,,,
8.4282E+17,4,0,gs_squared,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.4282E+17,2,2,ashwini_kochar,3/18/2017 19:29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.4282E+17,2,2,aen_texas,3/18/2017 19:29,0.25,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.5,0,0,0.75,-0.045454545,-0.034090909,0,-0.75,,,,
8.4282E+17,0,1,aen_texas,3/18/2017 19:29,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42818E+17,0,0,ormiga,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42817E+17,0,0,aen_texas,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42816E+17,0,0,aen_texas,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42816E+17,2,0,aen_texas,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42816E+17,1,1,aen_texas,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42816E+17,0,0,aen_texas,3/18/2017 19:29,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42816E+17,0,0,aen_texas,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.045454545,0.090909091,1,2,,,,
8.42815E+17,0,0,Raff_Perf,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42815E+17,0,0,cltrdr,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,,,,
8.42815E+17,1,0,Raff_Perf,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.022727273,0.028409091,1,1.25,,,,
8.42815E+17,0,0,robert__gibbons,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.022727273,-0.045454545,0,-2,,,,
8.42815E+17,0,0,cltrdr,3/18/2017 19:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42814E+17,0,0,SportsbookBTC,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42814E+17,0,0,AlertTrade,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.090909091,0.113636364,1,1.25,,,,
8.42814E+17,0,0,cltrdr,3/18/2017 19:29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022727273,0.022727273,1,1,,,,
8.42814E+17,2,1,gulf_intel,3/18/2017 19:29,0.25,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1.25,-0.045454545,-0.056818182,0,-1.25,,,,
8.42813E+17,3,1,MarathonWealth,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.5,0.090909091,0.227272727,1,2.5,,,,
8.42813E+17,0,0,spyier1,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0.068181818,0.068181818,1,1,,,,
8.42812E+17,3,0,OilArb,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.045454545,0.056818182,1,1.25,,,,
8.42812E+17,0,0,peteroferiksson,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42811E+17,28,35,chris1reuters,3/18/2017 19:29,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.068181818,0.085227273,1,1.25,,,,
8.42811E+17,0,0,spyier1,3/18/2017 19:29,0,0,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.75,0.068181818,0.119318182,1,1.75,,,,
8.4281E+17,6,10,EnergyBasis,3/18/2017 19:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.022727273,0.039772727,1,1.75,,,,
8.42809E+17,2,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.75,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,-0.045454545,-0.079545455,0,-1.75,,,,
8.42809E+17,2,2,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.045454545,0.079545455,1,1.75,,,,
8.42809E+17,1,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.75,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,-0.045454545,-0.079545455,0,-1.75,,,,
8.42809E+17,3,1,EnergyBasis,3/18/2017 19:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.045454545,0.079545455,1,1.75,,,,
8.42808E+17,5,28,chris1reuters,3/18/2017 19:29,0.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1.25,0,0,0,-1.25,,,,
8.42807E+17,5,4,Lisa_Ward1990,3/18/2017 19:29,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0.022727273,0.045454545,1,2,,,,
8.42807E+17,0,0,swingerbookcouk,3/18/2017 19:29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.113636364,0.198863636,1,1.75,,,,
